Dato,Tid,Vindretning,Vindstyrke,Vindkast
2024-08-19,00:30,120,0.7,1.8
2024-08-19,00:40,95,1,2.4
2024-08-19,00:50,118,1.3,3.9
2024-08-19,01:00,51,0.9,1.8
2024-08-19,01:10,70,1.1,2.7
2024-08-19,01:20,152,2.3,3.9
2024-08-19,01:30,146,1.9,3.3
2024-08-19,01:40,147,1.3,3
2024-08-19,01:50,135,1.6,3
2024-08-19,02:00,163,2.6,3.6
2024-08-19,02:10,161,2.7,3.9
2024-08-19,02:20,159,3,4.2
2024-08-19,02:30,154,2.3,3.6
2024-08-19,02:40,160,2.5,3.3
2024-08-19,02:50,157,1.9,3
2024-08-19,03:00,159,3.1,4.5
2024-08-19,03:10,160,2.5,3.6
2024-08-19,03:20,156,2.2,3.6
2024-08-19,03:30,189,1.4,3.6
2024-08-19,03:40,235,1,2.7
2024-08-19,03:50,204,1,1.8
2024-08-19,04:00,156,1.7,2.7
2024-08-19,04:10,147,1.7,2.7
2024-08-19,04:20,159,1.8,2.7
2024-08-19,04:30,157,1.9,2.7
2024-08-19,04:40,153,1.8,3
2024-08-19,04:50,145,1.9,3.3
2024-08-19,05:00,145,2,3.6
2024-08-19,05:10,144,1.9,3
2024-08-19,05:20,148,2,3.3
2024-08-19,05:30,151,1.5,2.7
2024-08-19,05:40,153,2.4,3.9
2024-08-19,05:50,148,2.2,3.6
2024-08-19,06:00,151,1.6,2.7
2024-08-19,06:10,137,1.8,3.3
2024-08-19,06:20,156,1.9,3.3
2024-08-19,06:30,156,1.1,2.1
2024-08-19,06:40,138,1.8,3
2024-08-19,06:50,140,1.8,3
2024-08-19,07:00,143,1.7,2.7
2024-08-19,07:10,137,1.8,2.7
2024-08-19,07:20,131,1.9,3.3
2024-08-19,07:30,133,1.6,3
2024-08-19,07:40,126,1.6,3.6
2024-08-19,08:00,9999.99,9999.99,9999.99
2024-08-19,08:09,268,9999.99,9999.99
2024-08-19,08:19,9999.99,9999.99,9999.99
2024-08-19,08:29,72,9999.99,56.7
2024-08-19,08:39,20,9999.99,14.9
2024-08-19,08:49,39,14.9,4.6
2024-08-19,09:00,149,3.5,6
2024-08-19,09:10,155,3.7,6.6
2024-08-19,09:20,166,4.3,6.9
2024-08-19,09:30,160,4.7,9
2024-08-19,09:40,153,5.9,9
2024-08-19,09:50,152,5.7,9.3
2024-08-19,10:00,164,5.1,8.1
2024-08-19,10:10,160,4.8,8.7
2024-08-19,10:20,159,4.2,10.7
2024-08-19,10:30,154,4.3,9.9
2024-08-19,10:40,159,6.6,10.2
2024-08-19,10:50,158,7.5,12.8
2024-08-19,11:00,161,6.3,9.6
2024-08-19,11:10,154,7.5,11.3
2024-08-19,11:20,158,6.1,10.2
2024-08-19,11:30,156,5.3,8.7
2024-08-19,11:40,156,6,9.6
2024-08-19,11:50,159,6.4,9.9
2024-08-19,12:00,161,8.1,12.2
2024-08-19,12:10,164,7.2,11.3
2024-08-19,12:20,157,4.6,8.1
2024-08-19,12:30,163,5.1,10.4
2024-08-19,12:40,161,5.3,9.6
2024-08-19,12:50,154,3.7,6.9
2024-08-19,13:00,163,4.8,7.2
2024-08-19,13:10,160,4.6,7.8
2024-08-19,13:20,160,6.9,10.7
2024-08-19,13:30,159,7.7,11
2024-08-19,13:40,165,7,11.3
2024-08-19,13:50,154,5.1,8.7
2024-08-19,14:00,158,6.5,10.4
2024-08-19,14:10,159,6.6,10.4
2024-08-19,14:20,160,7.2,11
2024-08-19,14:30,163,8,11
2024-08-19,14:40,163,5.9,9
2024-08-19,14:50,164,6.3,9.3
2024-08-19,15:00,171,4.3,7.2
2024-08-19,15:10,148,4.1,6.3
2024-08-19,15:20,142,4.3,7.2
2024-08-19,15:30,142,4.9,7.8
2024-08-19,15:40,144,4.7,9.6
2024-08-19,15:50,142,5.4,7.8
2024-08-19,16:00,150,5.4,8.7
2024-08-19,16:10,153,5.8,9.3
2024-08-19,16:20,149,5.4,9.3
2024-08-19,16:30,154,5.2,8.1
2024-08-19,16:40,155,6.5,10.4
2024-08-19,16:50,163,5.3,8.7
2024-08-19,17:00,154,4.6,7.8
2024-08-19,17:10,145,4.2,6.6
2024-08-19,17:20,145,4.2,6.6
2024-08-19,17:30,159,3.7,6.3
2024-08-19,17:40,161,3.3,5.7
2024-08-19,17:50,147,3.1,6
2024-08-19,18:00,156,3.6,7.2
2024-08-19,18:10,154,4.9,8.4
2024-08-19,18:20,158,5.8,9.3
2024-08-19,18:30,159,5.1,9.3
2024-08-19,18:40,160,5.5,10.4
2024-08-19,18:50,152,5.2,8.1
2024-08-19,19:00,148,5.1,8.7
2024-08-19,19:10,146,5.2,9.3
2024-08-19,19:20,134,4.8,7.8
2024-08-19,19:30,141,5,8.4
2024-08-19,19:40,137,4.9,8.7
2024-08-19,19:50,139,4.9,8.7
2024-08-19,20:00,143,5.7,10.2
2024-08-19,20:10,143,5.7,10.2
2024-08-19,20:20,150,5.5,9
2024-08-19,20:30,141,5.2,9
2024-08-19,20:40,145,5.4,9
2024-08-19,20:50,139,4.5,6.9
2024-08-19,21:00,142,3.8,6.9
2024-08-19,21:10,138,4.2,8.1
2024-08-19,21:20,141,4.4,8.1
2024-08-19,21:30,141,4.8,7.8
2024-08-19,21:40,150,4.7,8.4
2024-08-19,21:50,140,4.7,9
2024-08-19,22:00,139,5,8.4
2024-08-19,22:10,149,4,6.6
2024-08-19,22:20,140,4.9,8.7
2024-08-19,22:30,140,5.2,9
2024-08-19,22:40,139,5.3,10.2
2024-08-19,22:50,146,6.4,12.5
2024-08-19,23:00,138,6,10.7
2024-08-19,23:10,138,7.9,12.8
2024-08-19,23:20,144,6.6,12.2
2024-08-19,23:30,142,5.7,10.2
2024-08-19,23:40,144,6.9,11.6
2024-08-19,23:50,140,7.3,13.4
2024-08-20,00:00,140,6.9,12.8
2024-08-20,00:10,141,7.2,14.3
2024-08-20,00:20,139,7,14.6
2024-08-20,00:30,139,7,13.4
2024-08-20,00:40,139,7.7,13.7
2024-08-20,00:50,139,7.2,13.1
2024-08-20,01:00,145,6.6,10.4
2024-08-20,01:10,143,7.5,12.5
2024-08-20,01:20,141,7.3,11.3
2024-08-20,01:30,139,7.4,12.5
2024-08-20,01:40,141,7.2,13.7
2024-08-20,01:50,138,10.2,17.9
2024-08-20,02:00,136,9.6,17.3
2024-08-20,02:10,135,9.8,16.1
2024-08-20,02:20,134,8.9,15.5
2024-08-20,02:30,140,8.4,15.5
2024-08-20,02:40,144,9.7,18.2
2024-08-20,02:50,146,7.6,11.9
2024-08-20,03:00,145,6.6,13.7
2024-08-20,03:10,141,6.4,10.7
2024-08-20,03:20,139,7.1,12.2
2024-08-20,03:30,139,7.6,11.9
2024-08-20,03:40,139,6.3,11
2024-08-20,03:50,143,7.4,12.5
2024-08-20,04:00,141,6.3,12.2
2024-08-20,04:10,143,7.2,12.8
2024-08-20,04:20,141,7.2,11.9
2024-08-20,04:30,140,5.8,10.7
2024-08-20,04:40,151,6.5,10.7
2024-08-20,04:50,146,6.4,10.7
2024-08-20,05:00,144,7.7,14
2024-08-20,05:10,143,6.9,14.9
2024-08-20,05:20,144,9,15.5
2024-08-20,05:30,144,7.5,15.8
2024-08-20,05:40,141,6.9,14.3
2024-08-20,05:50,138,7.1,13.7
2024-08-20,06:00,137,7.8,13.4
2024-08-20,06:10,136,6.3,13.1
2024-08-20,06:20,138,8,14.6
2024-08-20,06:30,139,6.8,12.2
2024-08-20,06:40,140,6.6,12.8
2024-08-20,06:50,139,5.8,9.9
2024-08-20,07:00,150,6.9,14.3
2024-08-20,07:10,147,6.5,10.7
2024-08-20,07:20,151,7.9,13.4
2024-08-20,07:30,146,6.9,13.7
2024-08-20,07:40,149,6.3,12.8
2024-08-20,07:50,144,6.4,13.4
2024-08-20,08:00,144,6.2,11.6
2024-08-20,08:10,142,6,12.5
2024-08-20,08:20,156,8,14
2024-08-20,08:30,150,5.7,10.4
2024-08-20,08:40,160,5.5,8.7
2024-08-20,08:50,158,6.2,10.4
2024-08-20,09:00,154,5.4,11.3
2024-08-20,09:10,144,5.7,11
2024-08-20,09:20,146,5.5,10.7
2024-08-20,09:30,146,6.6,11.6
2024-08-20,09:40,153,6.7,12.2
2024-08-20,09:50,150,7.2,12.8
2024-08-20,10:00,150,6.3,13.7
2024-08-20,10:10,148,6.6,12.8
2024-08-20,10:20,146,6,12.8
2024-08-20,10:30,152,5.7,11
2024-08-20,10:40,155,7.2,12.2
2024-08-20,10:50,148,4.9,9.9
2024-08-20,11:00,152,4.4,8.7
2024-08-20,11:10,159,6.3,11.3
2024-08-20,11:20,163,6,10.2
2024-08-20,11:30,152,5.7,10.7
2024-08-20,11:40,150,4.9,9
2024-08-20,11:50,145,4.1,7.5
2024-08-20,12:00,140,4.3,7.5
2024-08-20,12:10,144,4.1,8.4
2024-08-20,12:20,157,4.5,9
2024-08-20,12:30,157,5.1,8.7
2024-08-20,12:40,161,4.7,8.4
2024-08-20,12:50,150,4.1,7.8
2024-08-20,13:00,147,4.9,8.4
2024-08-20,13:10,144,4.2,7.5
2024-08-20,13:20,157,5.2,8.4
2024-08-20,13:30,162,3.9,7.2
2024-08-20,13:40,160,5.3,8.7
2024-08-20,13:50,167,5,8.1
2024-08-20,14:00,138,3.5,6
2024-08-20,14:10,137,3.6,7.2
2024-08-20,14:20,140,3.4,7.5
2024-08-20,14:30,148,3.5,6.6
2024-08-20,14:40,133,2.8,4.8
2024-08-20,14:50,129,3.1,5.1
2024-08-20,15:00,132,2.8,5.1
2024-08-20,15:10,134,2.7,4.8
2024-08-20,15:20,143,2.1,3.3
2024-08-20,15:30,147,2.2,3.6
2024-08-20,15:40,165,2.5,4.5
2024-08-20,15:50,151,3.9,7.5
2024-08-20,16:00,132,4.6,8.7
2024-08-20,16:10,137,3.7,6.6
2024-08-20,16:20,142,4,7.8
2024-08-20,16:30,139,3.9,6.9
2024-08-20,16:40,143,3.1,5.4
2024-08-20,16:50,135,3.1,7.2
2024-08-20,17:00,142,3.4,6.3
2024-08-20,17:10,146,3.7,6.9
2024-08-20,17:20,145,4.4,7.5
2024-08-20,17:30,144,4,7.8
2024-08-20,17:40,154,3.9,7.2
2024-08-20,17:50,147,3.8,7.2
2024-08-20,18:00,148,2.7,5.4
2024-08-20,18:10,145,2.2,3.6
2024-08-20,18:20,141,3,5.4
2024-08-20,18:30,138,2.8,5.4
2024-08-20,18:40,142,2.8,4.8
2024-08-20,18:50,141,3.3,6
2024-08-20,19:00,144,4.3,6.6
2024-08-20,19:10,142,3.3,6.3
2024-08-20,19:20,145,3.1,6
2024-08-20,19:30,144,2.7,7.5
2024-08-20,19:40,153,3.1,7.5
2024-08-20,19:50,149,5.2,11
2024-08-20,20:00,12,1.5,3
2024-08-20,20:10,171,1.9,4.8
2024-08-20,20:20,156,1.5,3.6
2024-08-20,20:30,147,2,4.2
2024-08-20,20:40,139,3.1,5.1
2024-08-20,20:50,126,2.9,4.5
2024-08-20,21:00,133,3.1,4.8
2024-08-20,21:10,130,3,5.4
2024-08-20,21:20,131,2.7,4.8
2024-08-20,21:30,133,2.7,6
2024-08-20,21:40,133,2.8,5.7
2024-08-20,21:50,123,2.2,3.6
2024-08-20,22:00,99,1.9,4.5
2024-08-20,22:10,134,1.9,4.5
2024-08-20,22:20,145,3.7,7.2
2024-08-20,22:30,145,2.9,5.4
2024-08-20,22:40,142,1.6,3
2024-08-20,22:50,154,1.8,3.6
2024-08-20,23:00,173,1.9,3.6
2024-08-20,23:10,169,3.1,5.4
2024-08-20,23:20,167,3.7,6.3
2024-08-20,23:30,166,4.4,6
2024-08-20,23:40,164,4.5,6.6
2024-08-20,23:50,163,5.1,7.5
2024-08-21,00:00,169,4.6,7.2
2024-08-21,00:10,166,3.8,5.7
2024-08-21,00:20,142,2.4,3.9
2024-08-21,00:30,128,1.8,2.7
2024-08-21,00:40,127,2,2.7
2024-08-21,00:50,144,2.5,3.3
2024-08-21,01:00,144,2.3,3
2024-08-21,01:10,141,2.2,3.3
2024-08-21,01:20,149,2.2,3
2024-08-21,01:30,165,2.2,3.6
2024-08-21,01:40,173,2,3.3
2024-08-21,01:50,152,2.2,3.3
2024-08-21,02:00,146,1.7,3
2024-08-21,02:10,143,1.3,2.1
2024-08-21,02:20,146,1.3,2.1
2024-08-21,02:30,148,1,1.8
2024-08-21,02:40,154,1.9,3
2024-08-21,02:50,156,1.9,2.7
2024-08-21,03:00,156,1.9,2.7
2024-08-21,03:10,148,2.2,3.6
2024-08-21,03:20,151,1.9,3.3
2024-08-21,03:30,162,1.6,2.4
2024-08-21,03:40,165,1.4,2.7
2024-08-21,03:50,173,2.2,3.6
2024-08-21,04:00,170,2.8,4.2
2024-08-21,04:10,153,3.3,4.5
2024-08-21,04:20,161,3.3,4.5
2024-08-21,04:30,158,2.5,3.9
2024-08-21,04:40,148,2.5,3.6
2024-08-21,04:50,165,2.2,3.3
2024-08-21,05:00,155,2.9,3.9
2024-08-21,05:10,159,3.1,4.5
2024-08-21,05:20,166,3.1,4.5
2024-08-21,05:30,163,3.9,5.4
2024-08-21,05:40,158,3.4,5.4
2024-08-21,05:50,167,2.8,4.5
2024-08-21,06:00,165,2.8,4.8
2024-08-21,06:10,162,3.4,5.1
2024-08-21,06:20,151,2.9,4.5
2024-08-21,06:30,153,2.8,4.8
2024-08-21,06:40,152,1.7,3
2024-08-21,06:50,166,1.9,2.7
2024-08-21,07:00,156,2,3
2024-08-21,07:10,153,1.9,2.7
2024-08-21,07:20,164,2.2,3.3
2024-08-21,07:30,154,2,2.7
2024-08-21,07:40,157,2.6,3.6
2024-08-21,07:50,156,2.5,3.6
2024-08-21,08:00,150,3.3,5.1
2024-08-21,08:10,149,3.4,6
2024-08-21,08:20,152,2.5,4.5
2024-08-21,08:30,141,2,3
2024-08-21,08:40,124,2.5,3.9
2024-08-21,08:50,136,2.5,4.2
2024-08-21,09:00,138,4.3,6.3
2024-08-21,09:10,141,3.7,6.6
2024-08-21,09:20,140,3.2,5.7
2024-08-21,09:30,156,3.1,5.1
2024-08-21,09:40,170,2.8,5.7
2024-08-21,09:50,160,2.9,5.4
2024-08-21,10:00,158,3.8,6.9
2024-08-21,10:10,161,3.9,7.2
2024-08-21,10:20,163,5.8,8.1
2024-08-21,10:30,162,5.2,7.5
2024-08-21,10:40,179,4,8.4
2024-08-21,10:50,170,3,6.9
2024-08-21,11:00,157,4.9,7.8
2024-08-21,11:10,161,5.2,7.5
2024-08-21,11:20,164,4.8,6.3
2024-08-21,11:30,163,5.4,6.9
2024-08-21,11:40,160,4.5,6.3
2024-08-21,11:50,152,4,5.4
2024-08-21,12:00,144,3.7,5.7
2024-08-21,12:10,153,3.5,6.3
2024-08-21,12:20,166,3.2,5.7
2024-08-21,12:30,153,2.8,4.8
2024-08-21,12:40,148,3.9,6.3
2024-08-21,12:50,158,4.7,8.1
2024-08-21,13:00,164,4.3,6.9
2024-08-21,13:10,163,5.7,8.1
2024-08-21,13:20,157,5.5,7.8
2024-08-21,13:30,161,5.5,8.1
2024-08-21,13:40,153,4.5,7.8
2024-08-21,13:50,155,4,6.9
2024-08-21,14:00,163,4.3,6
2024-08-21,14:10,155,5.3,8.4
2024-08-21,14:20,163,4.9,8.4
2024-08-21,14:30,167,4.9,8.1
2024-08-21,14:40,201,3.7,7.2
2024-08-21,14:50,176,4,6.9
2024-08-21,15:00,161,4.8,7.8
2024-08-21,15:10,166,4.5,7.2
2024-08-21,15:20,159,4.8,8.7
2024-08-21,15:30,162,5,9
2024-08-21,15:40,167,3.4,6.6
2024-08-21,15:50,179,4.2,7.5
2024-08-21,16:00,203,4.1,8.1
2024-08-21,16:10,191,3.1,6.9
2024-08-21,16:20,167,4.1,7.5
2024-08-21,16:30,166,5.5,8.4
2024-08-21,16:40,162,6,9
2024-08-21,16:50,160,5.2,8.7
2024-08-21,17:00,162,7.3,10.2
2024-08-21,17:10,165,6,9
2024-08-21,17:20,158,5.5,8.4
2024-08-21,17:30,165,6.9,10.7
2024-08-21,17:40,170,5.6,8.1
2024-08-21,17:50,159,5,7.2
2024-08-21,18:00,168,5.3,8.1
2024-08-21,18:10,172,4.4,7.8
2024-08-21,18:20,163,4.3,6.9
2024-08-21,18:30,162,4.5,8.7
2024-08-21,18:40,156,3.4,6.3
2024-08-21,18:50,150,2.6,4.8
2024-08-21,19:00,169,4,8.7
2024-08-21,19:10,164,5.3,10.4
2024-08-21,19:20,169,4,7.8
2024-08-21,19:30,162,4.2,7.8
2024-08-21,19:40,152,3.1,6
2024-08-21,19:50,141,3.6,6.6
2024-08-21,20:00,135,3.5,5.4
2024-08-21,20:10,140,3.1,5.4
2024-08-21,20:20,138,3.9,6.6
2024-08-21,20:30,140,5,9
2024-08-21,20:40,145,5.5,9
2024-08-21,20:50,148,5.1,9
2024-08-21,21:00,150,4.9,7.5
2024-08-21,21:10,142,4,7.5
2024-08-21,21:20,146,4.9,9.9
2024-08-21,21:30,147,5,8.7
2024-08-21,21:40,149,5.6,8.7
2024-08-21,21:50,144,5.7,10.2
2024-08-21,22:00,145,5.8,10.4
2024-08-21,22:10,147,5.7,8.7
2024-08-21,22:20,142,5.3,8.4
2024-08-21,22:30,144,5.3,11
2024-08-21,22:40,141,5.8,9.3
2024-08-21,22:50,139,6.3,10.7
2024-08-21,23:00,138,5.5,9
2024-08-21,23:10,140,6,9.9
2024-08-21,23:20,136,6.5,10.7
2024-08-21,23:30,138,6.1,11
2024-08-21,23:40,145,6.3,13.7
2024-08-21,23:50,145,6.5,11
2024-08-22,00:00,141,6.6,13.1
2024-08-22,00:10,148,7.8,15.2
2024-08-22,00:20,147,7.8,11.9
2024-08-22,00:30,147,6.3,11
2024-08-22,00:40,141,5.7,10.2
2024-08-22,00:50,144,5.7,8.7
2024-08-22,01:00,144,6.2,10.2
2024-08-22,01:10,140,8.8,13.4
2024-08-22,01:20,142,8.5,14.3
2024-08-22,01:30,144,7.4,14.6
2024-08-22,01:40,148,7.6,12.5
2024-08-22,01:50,147,7.6,12.5
2024-08-22,02:00,147,7.2,14.9
2024-08-22,02:10,143,8.1,15.8
2024-08-22,02:20,143,6.6,13.1
2024-08-22,02:30,141,9,17.6
2024-08-22,02:40,148,7.2,12.5
2024-08-22,02:50,156,5.5,10.2
2024-08-22,03:00,160,5.5,10.2
2024-08-22,03:10,167,5,8.1
2024-08-22,03:20,167,5,8.4
2024-08-22,03:30,163,5.2,8.1
2024-08-22,03:40,152,3.3,5.7
2024-08-22,03:50,165,5.1,8.4
2024-08-22,04:00,166,4.8,7.5
2024-08-22,04:10,163,4.6,8.1
2024-08-22,04:20,165,5.2,8.1
2024-08-22,04:30,163,4.9,8.1
2024-08-22,04:40,164,4,6.6
2024-08-22,04:50,165,4.9,7.8
2024-08-22,05:00,157,4,6.3
2024-08-22,05:10,158,3.8,7.2
2024-08-22,05:20,156,4.2,6.3
2024-08-22,05:30,159,3.5,5.7
2024-08-22,05:40,159,4.9,7.8
2024-08-22,05:50,141,4.3,7.8
2024-08-22,06:00,134,5.1,9
2024-08-22,06:10,144,4.8,8.7
2024-08-22,06:20,157,5.8,11.9
2024-08-22,06:30,155,5.1,9.6
2024-08-22,06:40,148,4.7,8.7
2024-08-22,06:50,142,3.6,6
2024-08-22,07:00,140,3.8,7.8
2024-08-22,07:10,144,3.9,7.5
2024-08-22,07:20,142,4,7.8
2024-08-22,07:30,142,5.1,8.1
2024-08-22,07:40,142,4.5,9.3
2024-08-22,07:50,142,3.9,8.1
2024-08-22,08:00,147,4.1,7.5
2024-08-22,08:10,150,4,7.8
2024-08-22,08:20,163,5.5,11.6
2024-08-22,08:30,146,4.9,8.1
2024-08-22,08:40,147,5.7,11.9
2024-08-22,08:50,146,5.5,9
2024-08-22,09:00,141,4.6,9
2024-08-22,09:10,144,5,9.6
2024-08-22,09:20,144,5.6,11.6
2024-08-22,09:30,147,5.9,10.7
2024-08-22,09:40,142,5.3,10.4
2024-08-22,09:50,144,5,9
2024-08-22,10:00,140,5.4,9.9
2024-08-22,10:10,142,5.5,9.9
2024-08-22,10:20,139,5.7,9.9
2024-08-22,10:30,143,5.1,11.6
2024-08-22,10:40,152,5.5,9.9
2024-08-22,10:50,155,5.2,7.8
2024-08-22,11:00,149,5.2,11
2024-08-22,11:10,144,5.6,10.2
2024-08-22,11:20,147,5.1,9
2024-08-22,11:30,154,7,13.7
2024-08-22,11:40,159,6.6,14.6
2024-08-22,11:50,151,6.6,10.7
