Dato,Tid,Vindretning,Vindstyrke,Vindkast
2024-08-22,12:00,148,6.9,12.5
2024-08-22,12:10,150,6.5,11.6
2024-08-22,12:20,142,5.8,10.4
2024-08-22,12:30,146,5.5,10.2
2024-08-22,12:40,144,5.2,9
2024-08-22,12:50,144,4.9,9.3
2024-08-22,13:00,148,5.8,9.9
2024-08-22,13:10,148,7.2,12.2
2024-08-22,13:20,146,6,9.6
2024-08-22,13:30,149,5.7,8.7
2024-08-22,13:40,146,6.7,11
2024-08-22,13:50,147,5.9,9.9
2024-08-22,14:00,154,5.3,11.3
2024-08-22,14:10,143,5,11.6
2024-08-22,14:20,147,4.4,9.3
2024-08-22,14:30,146,4.5,8.1
2024-08-22,14:40,145,4,7.5
2024-08-22,14:50,145,4.1,6.9
2024-08-22,15:00,145,3.7,6.3
2024-08-22,15:10,146,4.1,9
2024-08-22,15:20,151,4.3,7.8
2024-08-22,15:30,156,5.5,9.6
2024-08-22,15:40,152,4.6,8.7
2024-08-22,15:50,247,4.4,11.9
2024-08-22,16:00,247,2.5,4.5
2024-08-22,16:10,253,3,6.9
2024-08-22,16:20,263,2.8,5.4
2024-08-22,16:30,283,2.2,9.3
2024-08-22,16:40,288,0.6,1.5
2024-08-22,16:50,267,0.8,2.4
2024-08-22,17:00,132,1.8,3.6
2024-08-22,17:10,125,2.6,3.6
2024-08-22,17:20,142,2.1,3
2024-08-22,17:30,146,1.8,2.7
2024-08-22,17:40,140,2.1,3.6
2024-08-22,17:50,135,2.5,4.5
2024-08-22,18:00,144,2.2,4.2
2024-08-22,18:10,151,2.6,4.5
2024-08-22,18:20,146,2.8,4.2
2024-08-22,18:30,152,2.4,3.6
2024-08-22,18:40,159,2.3,3
2024-08-22,18:50,148,2.2,3.3
2024-08-22,19:00,135,2.1,3.3
2024-08-22,19:10,141,1.6,3
2024-08-22,19:20,135,1.8,3
2024-08-22,19:30,140,2.6,3.9
2024-08-22,19:40,137,3,5.1
2024-08-22,19:50,134,3,5.4
2024-08-22,20:00,128,3,4.5
2024-08-22,20:10,133,3.2,4.8
2024-08-22,20:20,133,2.8,4.8
2024-08-22,20:30,133,2.3,4.2
2024-08-22,20:40,126,3,4.8
2024-08-22,20:50,134,3.5,4.5
2024-08-22,21:00,133,3.8,4.8
2024-08-22,21:10,127,3.1,4.2
2024-08-22,21:20,130,3.4,4.2
2024-08-22,21:30,136,3.2,5.4
2024-08-22,21:40,149,3.7,6.6
2024-08-22,21:50,139,2.7,3.9
2024-08-22,22:00,147,2.8,4.8
2024-08-22,22:10,158,3.5,5.4
2024-08-22,22:20,159,4.2,5.7
2024-08-22,22:30,162,4.8,6.9
2024-08-22,22:40,154,4,6
2024-08-22,22:50,146,3.1,5.1
2024-08-22,23:00,141,3.1,4.2
2024-08-22,23:10,141,3.3,5.1
2024-08-22,23:20,155,3.9,5.4
2024-08-22,23:30,149,4,6.3
2024-08-22,23:40,144,4,6.3
2024-08-22,23:50,138,4,6.3
2024-08-23,00:00,139,2.9,4.5
2024-08-23,00:10,138,3.1,4.8
2024-08-23,00:20,144,3.2,4.8
2024-08-23,00:30,139,2.6,4.2
2024-08-23,00:40,150,2.7,3.9
2024-08-23,00:50,152,3.1,5.1
2024-08-23,01:00,159,3.4,5.1
2024-08-23,01:10,157,3.4,4.5
2024-08-23,01:20,164,3.5,5.1
2024-08-23,01:30,159,4,6
2024-08-23,01:40,152,3.4,5.1
2024-08-23,01:50,158,3.7,5.4
2024-08-23,02:00,159,3.3,4.8
2024-08-23,02:10,157,2.8,4.2
2024-08-23,02:20,155,3.1,4.5
2024-08-23,02:30,147,2.9,4.8
2024-08-23,02:40,142,2.5,3.6
2024-08-23,02:50,148,2.6,3.6
2024-08-23,03:00,146,2.9,4.2
2024-08-23,03:10,144,2.1,3.3
2024-08-23,03:20,164,2.7,4.5
2024-08-23,03:30,162,3,5.1
2024-08-23,03:40,155,2.9,4.8
2024-08-23,03:50,146,2.9,4.2
2024-08-23,04:00,144,3.2,4.2
2024-08-23,04:10,150,3.3,4.8
2024-08-23,04:20,153,3.2,4.8
2024-08-23,04:30,160,2.8,4.2
2024-08-23,04:40,160,3.1,5.1
2024-08-23,04:50,154,4.3,6.9
2024-08-23,05:00,150,3.8,6.3
2024-08-23,05:10,158,2.8,3.9
2024-08-23,05:20,157,2.4,4.2
2024-08-23,05:30,160,3.1,4.5
2024-08-23,05:40,157,2.8,4.8
2024-08-23,05:50,152,2.3,4.8
2024-08-23,06:00,156,2.2,3.6
2024-08-23,06:10,160,2.2,3.6
2024-08-23,06:20,151,2.3,4.2
2024-08-23,06:30,141,2.2,3.3
2024-08-23,06:40,140,2.2,3.3
2024-08-23,06:50,146,2.6,3.9
2024-08-23,07:00,163,3.2,4.8
2024-08-23,07:10,152,2.2,3.6
2024-08-23,07:20,146,2.6,3.6
2024-08-23,07:30,148,2.8,4.5
2024-08-23,07:40,151,2.7,4.8
2024-08-23,07:50,144,3.1,5.4
2024-08-23,08:00,140,2.8,4.8
2024-08-23,08:10,135,3.1,5.1
2024-08-23,08:20,132,3,4.8
2024-08-23,08:30,139,3.7,5.7
2024-08-23,08:40,154,2.7,4.2
2024-08-23,08:50,158,2.3,3.6
2024-08-23,09:00,163,2.3,3.6
2024-08-23,09:10,161,2.2,3
2024-08-23,09:20,157,2,4.2
2024-08-23,09:30,164,1.3,2.1
2024-08-23,09:40,152,1.5,2.7
2024-08-23,09:50,144,1.3,2.7
2024-08-23,10:00,148,0.8,1.8
2024-08-23,10:10,176,0.6,1.8
2024-08-23,10:20,177,0.1,0.6
2024-08-23,10:30,177,0.5,1.5
2024-08-23,10:40,177,0.8,1.2
2024-08-23,10:50,177,0.7,1.5
2024-08-23,11:00,177,0.6,1.2
2024-08-23,11:10,177,0.8,1.5
2024-08-23,11:20,177,0.8,1.5
2024-08-23,11:30,233,1.5,2.4
2024-08-23,11:40,274,1.5,2.7
2024-08-23,11:50,279,1.9,3.6
2024-08-23,12:00,284,2.5,3.6
2024-08-23,12:10,297,1.8,2.7
2024-08-23,12:20,290,2.3,3.3
2024-08-23,12:30,300,1.5,3.3
2024-08-23,12:40,304,2.3,4.2
2024-08-23,12:50,304,1.6,3
2024-08-23,13:00,302,2.4,3.9
2024-08-23,13:10,298,2.6,3.9
2024-08-23,13:20,300,2.2,3.6
2024-08-23,13:30,298,2.1,3.6
2024-08-23,13:40,305,2.4,4.5
2024-08-23,13:50,310,2.9,4.8
2024-08-23,14:00,302,3,4.8
2024-08-23,14:10,305,2.8,4.8
2024-08-23,14:20,301,3.5,5.4
2024-08-23,14:30,311,4,6.9
2024-08-23,14:40,315,4.3,6.3
2024-08-23,14:50,313,3.9,6.9
2024-08-23,15:00,311,4.3,6.3
2024-08-23,15:10,314,4,6
2024-08-23,15:20,311,4.2,6.6
2024-08-23,15:30,311,4.6,7.8
2024-08-23,15:40,310,4.1,6.6
2024-08-23,15:50,307,4,7.2
2024-08-23,16:00,308,4.5,7.5
2024-08-23,16:10,307,4.3,7.2
2024-08-23,16:20,309,4.5,7.8
2024-08-23,16:30,311,4.3,8.7
2024-08-23,16:40,319,5.2,9.3
2024-08-23,16:50,311,3.7,6.3
2024-08-23,17:00,294,3.1,6.3
2024-08-23,17:10,298,3.4,6.6
2024-08-23,17:20,311,4,8.1
2024-08-23,17:30,313,3.4,6.3
2024-08-23,17:40,301,2.8,5.7
2024-08-23,17:50,301,3,5.4
2024-08-23,18:00,303,3.4,6.3
2024-08-23,18:10,296,3,6
2024-08-23,18:20,299,2.8,4.8
2024-08-23,18:30,299,2.8,6.3
2024-08-23,18:40,279,2.5,4.8
2024-08-23,18:50,277,3.2,6
2024-08-23,19:00,268,3.4,6.3
2024-08-23,19:10,272,2.8,5.7
2024-08-23,19:20,275,2.2,3.9
2024-08-23,19:30,280,1.9,4.2
2024-08-23,19:40,281,2.1,4.8
2024-08-23,19:50,275,2.4,5.1
2024-08-23,20:00,273,2.2,4.2
2024-08-23,20:10,279,1.5,3.6
2024-08-23,20:20,245,1.2,2.7
2024-08-23,20:30,210,1.5,2.7
2024-08-23,20:40,171,1.7,3.3
2024-08-23,20:50,156,1.8,3.3
2024-08-23,21:00,164,2.2,3.3
2024-08-23,21:10,161,2.6,3.9
2024-08-23,21:20,159,3,4.2
2024-08-23,21:30,164,2.5,3.6
2024-08-23,21:40,164,1.1,2.7
2024-08-23,21:50,164,0.1,0.6
2024-08-23,22:00,164,1.4,3.3
2024-08-23,22:10,142,2.1,3.3
2024-08-23,22:20,151,1.9,2.7
2024-08-23,22:30,153,2.2,3
2024-08-23,22:40,156,2.3,3
2024-08-23,22:50,159,2.5,3.3
2024-08-23,23:00,157,2.4,3
2024-08-23,23:10,147,2.4,3.3
2024-08-23,23:20,142,2.2,3.3
2024-08-23,23:30,131,2.5,4.2
2024-08-23,23:40,134,2.3,4.2
2024-08-23,23:50,136,2.2,3.3
2024-08-24,00:00,132,2.2,3.3
2024-08-24,00:10,140,2.3,3.9
2024-08-24,00:20,137,3.8,4.8
2024-08-24,00:30,134,3.5,4.5
2024-08-24,00:40,139,3.4,4.5
2024-08-24,00:50,141,3.4,4.2
2024-08-24,01:00,142,3.4,5.1
2024-08-24,01:10,142,3.1,3.9
2024-08-24,01:20,147,3.4,3.9
2024-08-24,01:30,153,3.4,4.5
2024-08-24,01:40,152,3.3,4.5
2024-08-24,01:50,160,2.7,3.6
2024-08-24,02:00,153,2.6,3.6
2024-08-24,02:10,143,2.7,4.8
2024-08-24,02:20,147,2.5,3.6
2024-08-24,02:30,145,2.5,3.6
2024-08-24,02:40,147,2.5,3.9
2024-08-24,02:50,152,2.4,3.9
2024-08-24,03:00,148,2.2,4.5
2024-08-24,03:10,149,2.2,3.6
2024-08-24,03:20,150,3.1,4.8
2024-08-24,03:30,159,3.5,5.4
2024-08-24,03:40,148,3.5,6.9
2024-08-24,03:50,150,3.6,5.7
2024-08-24,04:00,156,4.9,8.4
2024-08-24,04:10,165,3.7,6.3
2024-08-24,04:20,172,3.8,6.6
2024-08-24,04:30,165,4.9,8.1
2024-08-24,04:40,140,4.3,8.7
2024-08-24,04:50,141,3.4,6
2024-08-24,05:00,157,4.3,6
2024-08-24,05:10,151,4.3,6
2024-08-24,05:20,162,4.7,7.2
2024-08-24,05:30,156,4.1,6
2024-08-24,05:40,159,3.3,5.4
2024-08-24,05:50,158,3.5,6.6
2024-08-24,06:00,142,5,9.9
2024-08-24,06:10,144,4.6,6.9
2024-08-24,06:20,145,4.2,7.2
2024-08-24,06:30,165,3,6.6
2024-08-24,06:40,185,2.6,4.8
2024-08-24,06:50,159,3.6,6.3
2024-08-24,07:00,171,2.8,5.4
2024-08-24,07:10,157,4.7,9.3
2024-08-24,07:20,140,6.9,11.6
2024-08-24,07:30,129,5,8.7
2024-08-24,07:40,108,4.4,6.6
2024-08-24,07:50,119,4.9,8.1
2024-08-24,08:00,119,4.4,6.6
2024-08-24,08:10,122,4.8,7.8
2024-08-24,08:20,131,3.8,8.1
2024-08-24,08:30,124,4.1,6.6
2024-08-24,08:40,127,4.1,6.6
2024-08-24,08:50,138,4.7,11.3
2024-08-24,09:00,139,4.3,8.4
2024-08-24,09:10,110,2.7,5.1
2024-08-24,09:20,118,3.7,7.5
2024-08-24,09:30,119,3.7,6
2024-08-24,09:40,110,3.1,5.7
2024-08-24,09:50,132,4.2,8.7
2024-08-24,10:00,141,4.8,9
2024-08-24,10:10,157,6.5,11
2024-08-24,10:20,148,4.2,7.2
2024-08-24,10:30,144,6,14.3
2024-08-24,10:40,128,3.6,6.3
2024-08-24,10:50,125,4.4,8.1
2024-08-24,11:00,131,5.5,10.2
2024-08-24,11:10,126,5.1,12.5
2024-08-24,11:20,151,5.9,10.7
2024-08-24,11:30,137,2.5,7.2
2024-08-24,11:40,68,1.4,3.3
2024-08-24,11:50,159,1.3,3.3
2024-08-24,12:00,147,0.8,2.1
2024-08-24,12:10,95,1.8,3.3
2024-08-24,12:20,129,3.1,8.7
2024-08-24,12:30,159,5.2,11.6
2024-08-24,12:40,161,7.5,11.9
2024-08-24,12:50,155,5.5,8.4
2024-08-24,13:00,145,3.7,6.3
2024-08-24,13:10,139,4,7.2
2024-08-24,13:20,139,3.1,5.1
2024-08-24,13:30,138,3.6,7.5
2024-08-24,13:40,129,3,5.4
2024-08-24,13:50,138,3,5.7
2024-08-24,14:00,142,2,3.9
2024-08-24,14:10,142,2.5,4.2
2024-08-24,14:20,149,2.4,4.2
2024-08-24,14:30,131,2.8,4.2
2024-08-24,14:40,134,3.2,5.4
2024-08-24,14:50,138,4.2,6.6
2024-08-24,15:00,140,4.6,8.1
2024-08-24,15:10,142,3.4,5.4
2024-08-24,15:20,144,4,6
2024-08-24,15:30,140,4.3,6
2024-08-24,15:40,140,3.4,4.8
2024-08-24,15:50,156,4.1,6
2024-08-24,16:00,159,4.9,7.2
2024-08-24,16:10,171,4,6.3
2024-08-24,16:20,162,3.9,6.3
2024-08-24,16:30,164,2.5,4.5
2024-08-24,16:40,150,2.2,4.5
2024-08-24,16:50,170,2.1,4.2
2024-08-24,17:00,182,1.7,3
2024-08-24,17:10,177,2.3,3.6
2024-08-24,17:20,165,2.2,4.5
2024-08-24,17:30,156,1.9,3
2024-08-24,17:40,138,2.4,3.6
2024-08-24,17:50,140,2.3,3.6
2024-08-24,18:00,156,1.3,2.7
2024-08-24,18:10,136,1.7,3.6
2024-08-24,18:20,134,1.8,3.6
2024-08-24,18:30,148,3.2,5.4
2024-08-24,18:40,145,3.1,5.1
2024-08-24,18:50,146,2.7,4.5
2024-08-24,19:00,139,2.5,4.8
2024-08-24,19:10,156,2.8,5.1
2024-08-24,19:20,170,2.4,4.5
2024-08-24,19:30,174,3.2,5.1
2024-08-24,19:40,148,2,3.6
2024-08-24,19:50,188,2.7,4.8
2024-08-24,20:00,164,3.3,5.1
2024-08-24,20:10,161,2.8,4.5
2024-08-24,20:20,178,2.7,4.5
2024-08-24,20:30,149,2.8,4.8
2024-08-24,20:40,150,2.3,4.5
2024-08-24,20:50,168,3,4.5
2024-08-24,21:00,168,3.6,5.4
2024-08-24,21:10,148,2.6,4.2
2024-08-24,21:20,146,3.3,5.4
2024-08-24,21:30,132,3.6,5.1
2024-08-24,21:40,127,3.7,6.3
2024-08-24,21:50,124,4,5.7
2024-08-24,22:00,135,3.4,4.8
2024-08-24,22:10,140,3.4,4.5
2024-08-24,22:20,148,2.8,4.8
2024-08-24,22:30,156,3.1,4.2
2024-08-24,22:40,151,3.1,4.5
2024-08-24,22:50,166,4.4,7.2
2024-08-24,23:00,144,3.1,5.1
2024-08-24,23:10,141,3.2,4.2
2024-08-24,23:20,141,2.8,4.2
2024-08-24,23:30,145,3.5,6
2024-08-24,23:40,144,2.5,4.2
2024-08-24,23:50,146,2.7,5.4
2024-08-25,00:00,128,2.9,4.8
2024-08-25,00:10,126,2.7,4.5
2024-08-25,00:20,129,2.8,4.8
2024-08-25,00:30,131,3.2,5.1
2024-08-25,00:40,134,2.8,4.2
2024-08-25,00:50,141,2.4,3.9
2024-08-25,01:00,133,2.8,4.2
2024-08-25,01:10,137,3.1,4.5
2024-08-25,01:20,135,3.7,5.4
2024-08-25,01:30,139,3.8,6.9
2024-08-25,01:40,139,3.1,5.1
2024-08-25,01:50,141,3.7,6.3
2024-08-25,02:00,137,3.5,6
2024-08-25,02:10,135,3.4,4.8
2024-08-25,02:20,143,3.4,4.5
2024-08-25,02:30,142,3.1,3.9
2024-08-25,02:40,145,2.8,3.6
2024-08-25,02:50,157,3,4.2
2024-08-25,03:00,159,3.3,4.2
2024-08-25,03:10,163,2.9,4.8
2024-08-25,03:20,158,3.8,5.4
2024-08-25,03:30,154,3.4,4.8
2024-08-25,03:40,156,3.4,4.5
2024-08-25,03:50,153,2.9,4.8
2024-08-25,04:00,147,3.1,6.6
2024-08-25,04:10,143,3.4,7.2
2024-08-25,04:20,146,4.4,8.1
2024-08-25,04:30,151,4.3,8.7
2024-08-25,04:40,138,4.5,7.5
2024-08-25,04:50,128,4.3,6
2024-08-25,05:00,129,4.6,6
2024-08-25,05:10,129,4.5,6
2024-08-25,05:20,136,4.1,5.4
2024-08-25,05:30,122,3.5,6.3
2024-08-25,05:40,125,3.5,5.4
2024-08-25,05:50,122,3.1,4.5
2024-08-25,06:00,123,4,6.6
2024-08-25,06:10,121,3.9,6
2024-08-25,06:20,126,3.1,5.4
2024-08-25,06:30,134,3.5,5.4
2024-08-25,06:40,146,2.8,4.8
2024-08-25,06:50,132,3.2,6.6
2024-08-25,07:00,153,3,6
2024-08-25,07:10,172,2.2,4.5
2024-08-25,07:20,146,2.2,5.1
2024-08-25,07:30,188,1.8,3.6
2024-08-25,07:40,141,3.7,6.9
2024-08-25,07:50,148,3.3,6
2024-08-25,08:00,142,3,6
2024-08-25,08:10,137,3.4,5.7
2024-08-25,08:20,150,2.3,4.2
2024-08-25,08:30,185,2.2,7.5
2024-08-25,08:40,133,1.4,3
2024-08-25,08:50,152,2.2,4.8
2024-08-25,09:00,193,2.4,10.4
2024-08-25,09:10,264,2.8,5.4
2024-08-25,09:20,248,3.2,7.8
2024-08-25,09:30,283,3.1,6.6
2024-08-25,09:40,292,2.2,6.3
2024-08-25,09:50,302,1.8,3.6
2024-08-25,10:00,254,1.7,7.2
2024-08-25,10:10,142,1.9,3.6
2024-08-25,10:20,140,1.7,3.3
2024-08-25,10:30,138,1.8,4.8
2024-08-25,10:40,139,2.2,4.8
2024-08-25,10:50,251,3.1,8.7
2024-08-25,11:00,130,1.9,4.2
2024-08-25,11:10,104,1.8,3.3
2024-08-25,11:20,137,2.1,3.9
2024-08-25,11:30,145,1.5,3.3
2024-08-25,11:40,131,1.1,2.4
2024-08-25,11:50,90,1.6,3.9
2024-08-25,12:00,173,1.6,3.6
2024-08-25,12:10,323,0.9,2.1
2024-08-25,12:20,141,1.7,4.5
2024-08-25,12:30,258,1.7,5.4
2024-08-25,12:40,225,0.9,3
2024-08-25,12:50,233,2.1,6.3
2024-08-25,13:00,239,4.3,9
2024-08-25,13:10,152,3.4,7.2
2024-08-25,13:20,146,4.3,6.6
2024-08-25,13:30,127,2.8,6.3
2024-08-25,13:40,96,1.6,3
2024-08-25,13:50,122,1.7,3.3
2024-08-25,14:00,138,2.8,5.4
2024-08-25,14:10,155,3.4,7.5
2024-08-25,14:20,168,3.4,8.1
2024-08-25,14:30,153,2.9,6.6
2024-08-25,14:40,146,4,7.8
2024-08-25,14:50,149,4.5,7.2
2024-08-25,15:00,152,3.8,7.8
2024-08-25,15:10,145,4.6,8.1
2024-08-25,15:20,145,4.1,7.5
2024-08-25,15:30,146,4.6,9
2024-08-25,15:40,144,3.9,8.4
2024-08-25,15:50,148,4.9,9
2024-08-25,16:00,149,5.2,8.7
2024-08-25,16:10,156,5.7,10.4
2024-08-25,16:20,148,5.7,10.2
2024-08-25,16:30,152,6,9.9
2024-08-25,16:40,154,6.4,11
2024-08-25,16:50,155,5.6,9.3
2024-08-25,17:00,158,6.3,10.7
2024-08-25,17:10,160,5.7,9
2024-08-25,17:20,159,5.7,10.2
2024-08-25,17:30,155,5.5,10.2
2024-08-25,17:40,180,3.6,7.2
2024-08-25,17:50,154,4.6,9.9
2024-08-25,18:00,153,4.2,8.7
2024-08-25,18:10,160,6.5,12.2
2024-08-25,18:20,139,3.5,6.9
2024-08-25,18:30,135,2.9,5.1
2024-08-25,18:40,154,4.8,9.6
2024-08-25,18:50,152,2.3,4.2
2024-08-25,19:00,132,3.3,6.3
2024-08-25,19:10,133,4.1,7.5
2024-08-25,19:20,134,2.6,4.2
2024-08-25,19:30,132,2.4,4.2
2024-08-25,19:40,124,3,5.4
2024-08-25,19:50,138,3.5,6.3
2024-08-25,20:00,139,4.3,7.8
2024-08-25,20:10,151,4.1,7.5
2024-08-25,20:20,148,2.7,5.1
2024-08-25,20:30,148,3.5,6.3
2024-08-25,20:40,142,3.5,6
2024-08-25,20:50,145,3.7,7.8
2024-08-25,21:00,159,2.8,4.8
2024-08-25,21:10,139,2.9,6
2024-08-25,21:20,147,3.4,5.7
2024-08-25,21:30,146,4.9,8.7
2024-08-25,21:40,141,5.4,9
2024-08-25,21:50,136,4.6,8.1
2024-08-25,22:00,141,4.4,7.2
2024-08-25,22:10,134,4.6,8.7
2024-08-25,22:20,139,5.1,10.4
2024-08-25,22:30,138,4.9,8.4
2024-08-25,22:40,142,5.5,10.2
2024-08-25,22:50,138,6.3,11.9
2024-08-25,23:00,140,6.3,10.4
2024-08-25,23:10,139,6.1,11
2024-08-25,23:20,139,6.7,11.3
2024-08-25,23:30,140,7.1,11.9
2024-08-25,23:40,141,8.3,14
2024-08-25,23:50,141,8.7,14.6
